1	(256,256)	97.6445
2	(256,256)	117.8216
3	(249,254)	107.6665
4	(247,253)	103.0664
5	(247,253)	101.4518
6	(246,253)	95.5913
7	(243,253)	87.8995
8	(241,252)	83.1435
9	(241,252)	79.2106
10	(241,252)	74.6794
11	(240,252)	85.0128
12	(233,253)	79.1941
13	(231,253)	74.2030
14	(231,254)	71.4555
15	(227,255)	63.8342
16	(227,254)	58.3183
17	(227,255)	39.8527
18	(223,257)	34.2812
19	(223,256)	26.3809
20	(223,256)	20.5581
21	(223,257)	64.5419
22	(212,266)	63.3263
23	(212,267)	93.8165
24	(210,268)	95.8611
25	(210,268)	104.6132
26	(209,268)	107.9226
27	(209,268)	111.4642
28	(209,268)	130.1536
29	(208,268)	131.3251
30	(208,269)	131.4784
31	(208,268)	108.5558
32	(208,269)	106.0401
33	(208,269)	104.2878
34	(208,269)	102.9572
35	(208,269)	101.3215
36	(208,269)	30.1505
37	(209,269)	26.6727
38	(208,269)	25.7806
39	(208,269)	24.7246
40	(208,269)	24.4653
41	(208,270)	-9.9011
42	(207,270)	-6.9999
43	(207,271)	-5.4103
44	(206,270)	-8.3835
45	(206,270)	-9.2057
46	(206,271)	-14.5043
47	(205,271)	-13.5596
48	(205,272)	-10.4804
49	(205,272)	-9.1811
50	(205,272)	-6.2784
51	(205,272)	-13.2845
52	(204,272)	12.9367
53	(203,273)	13.7045
54	(203,273)	17.6837
55	(202,272)	15.5291
56	(202,273)	16.6447
57	(202,272)	-4.0036
58	(201,272)	12.5603
59	(200,273)	14.3982
60	(200,273)	13.4892
61	(200,273)	13.2578
62	(200,273)	-5.3094
63	(199,273)	1.7158
64	(197,275)	3.7512
65	(197,274)	5.4143
66	(197,274)	7.7555
67	(197,274)	-11.6994
68	(196,275)	-7.2717
69	(196,275)	3.7727
70	(195,276)	6.3617
71	(195,275)	-12.5506
72	(195,275)	-12.8286
73	(194,275)	-11.8114
74	(194,275)	-9.6910
75	(194,276)	-6.4737
76	(194,276)	-0.5612
77	(194,276)	-11.9845
78	(193,276)	-11.6761
79	(193,276)	-10.8428
80	(193,276)	15.0308
81	(192,277)	18.2662
82	(192,277)	1.2135
83	(192,276)	0.7280
84	(191,276)	-11.8396
85	(191,276)	-13.9764
86	(191,276)	-13.3481
87	(191,277)	5.3827
88	(190,277)	4.0850
89	(190,276)	-0.8428
90	(190,277)	1.6124
91	(190,278)	5.0396
92	(190,277)	6.6965
93	(189,277)	-13.4918
94	(189,277)	-14.1054
95	(188,277)	-14.4514
96	(188,278)	-13.0144
97	(188,278)	-11.5817
98	(188,277)	-12.8797
99	(188,277)	-12.9799
100	(188,277)	-10.8184
101	(188,278)	-7.8664
102	(188,278)	-7.3648
103	(187,277)	-6.8307
104	(188,278)	-6.1185
105	(187,278)	-5.2159
106	(187,278)	-3.7992
107	(187,278)	4.8412
108	(187,278)	0.4651
109	(186,278)	20.6217
110	(184,277)	20.8654
111	(184,277)	35.9804
112	(183,276)	35.1423
113	(183,276)	34.2093
114	(183,275)	32.1351
115	(183,275)	35.4005
116	(183,275)	36.7194
117	(183,275)	38.5839
118	(182,275)	40.7789
119	(182,275)	41.7571
120	(182,274)	48.7369
121	(182,274)	45.8667
122	(183,273)	-3.0810
123	(183,271)	-5.8488
124	(183,271)	-25.7998
125	(183,270)	64.6469
126	(182,270)	64.5839
127	(182,269)	63.3249
128	(182,268)	65.1052
129	(182,268)	28.0850
130	(183,264)	4.7644
131	(183,261)	-24.0878
132	(183,260)	-21.0990
133	(183,260)	4.0224
134	(185,258)	0.1237
135	(185,258)	-6.5560
136	(185,259)	-5.4152
137	(185,259)	0.5595
138	(185,258)	4.6717
139	(186,258)	3.9413
140	(186,258)	4.1678
141	(186,259)	4.4722
142	(186,258)	3.6028
143	(186,258)	2.6918
144	(186,258)	2.7121
145	(186,258)	2.6752
146	(186,258)	3.0567
147	(186,258)	3.0461
